geography_code,Borough,Arson and Criminal Damage,Burglary,Drug Offences,Miscellaneous Crimes Against Society,Possession of Weapons,Public Order Offences,Robbery,Theft,Vehicle Offences,Violence Against the Person,sum_2021
E01003906,Richmond upon Thames,13,5,3,0,,4,2,13,7,31,78
E01003945,Southwark,9,7,2,1,0,17,,10,22,10,78
E01004006,Southwark,1,10,3,0,,5,0,9,16,34,78
E01004171,Sutton,6,3,3,1,0,8,0,6,31,20,78
E01004281,Tower Hamlets,6,6,7,2,1,6,3,9,12,26,78
E01000282,Barnet,6,9,4,0,1,9,3,12,12,21,77
E01000464,Bexley,9,4,10,2,1,6,,5,21,19,77
E01000479,Brent,8,2,9,3,0,2,0,7,18,28,77
E01000667,Bromley,8,5,5,1,,1,4,17,11,25,77
E01000700,Bromley,11,9,1,0,,9,1,9,11,26,77
E01001214,Ealing,2,2,8,3,1,3,1,3,16,38,77
E01001280,Ealing,3,12,1,1,,3,4,3,24,26,77
E01001315,Ealing,1,3,6,2,0,6,,6,17,36,77
E01001399,Enfield,2,11,0,2,0,9,3,7,29,14,77
E01001470,Enfield,6,8,1,2,1,8,0,5,25,21,77
E01002228,Harrow,7,7,4,2,0,4,1,5,14,33,77
E01002273,Havering,12,3,0,3,2,10,,5,13,29,77
E01002502,Hillingdon,8,3,7,3,,4,0,9,13,30,77
E01002655,Hounslow,3,3,7,1,1,3,0,11,14,34,77
E01002941,Kingston upon Thames,17,5,5,1,0,7,0,19,3,20,77
E01002984,Kingston upon Thames,8,5,6,,2,6,2,9,9,30,77
E01003034,Lambeth,3,13,4,1,2,5,3,12,12,22,77
E01003156,Lambeth,6,10,3,,,1,2,5,23,27,77
E01003341,Lewisham,6,6,6,1,1,10,0,9,17,21,77
E01003419,Merton,7,3,2,1,1,5,0,4,18,36,77
E01003583,Newham,3,8,5,0,,3,2,8,11,37,77
E01003899,Richmond upon Thames,2,6,2,1,,6,,35,11,14,77
E01003908,Richmond upon Thames,5,11,3,,0,8,1,7,13,29,77
E01003951,Southwark,2,8,4,1,1,3,7,7,28,16,77
E01004297,Tower Hamlets,5,8,19,1,,5,1,14,13,11,77
E01004447,Waltham Forest,4,2,3,1,,6,3,14,22,22,77
E01004473,Wandsworth,6,10,4,0,,3,3,9,19,23,77
E01033740,Greenwich,6,2,3,2,2,2,2,7,11,40,77
E01000309,Barnet,12,8,4,0,,8,4,5,14,21,76
E01000379,Bexley,5,5,2,3,0,5,0,9,9,38,76
E01000606,Brent,5,4,7,3,,2,2,16,7,30,76
E01000842,Camden,3,8,1,1,,3,0,15,23,22,76
E01001088,Croydon,6,1,6,2,1,9,10,5,12,24,76
E01001212,Ealing,1,4,6,0,,7,4,9,24,21,76
E01001224,Ealing,4,4,1,,1,17,3,12,20,14,76
E01001464,Enfield,1,3,4,3,1,0,1,4,25,34,76
E01001539,Enfield,2,6,1,2,,9,1,7,17,31,76
E01002175,Harrow,5,6,3,,,5,3,16,12,26,76
E01002244,Havering,10,7,5,1,1,8,1,5,6,32,76
E01002296,Havering,5,6,9,4,1,9,1,10,15,16,76
E01002586,Hounslow,9,3,7,1,2,6,,5,16,27,76
E01002671,Hounslow,4,4,3,2,,5,1,10,20,27,76
E01002975,Kingston upon Thames,7,11,5,0,1,3,,6,18,25,76
E01003098,Lambeth,8,7,2,1,,5,4,12,5,32,76
E01003392,Merton,7,7,3,0,,7,2,11,11,28,76
E01003423,Merton,13,6,2,1,0,5,3,20,9,17,76
E01003429,Merton,7,2,8,0,,6,5,7,7,34,76
E01003651,Redbridge,7,5,1,1,1,7,1,6,26,21,76
E01003787,Redbridge,7,4,7,1,1,0,4,8,18,26,76
E01003851,Richmond upon Thames,8,7,4,,,5,,10,31,11,76
E01003868,Richmond upon Thames,3,6,5,1,,15,2,17,13,14,76
E01004149,Sutton,4,4,1,0,,2,0,6,23,36,76
E01004159,Sutton,9,8,5,0,2,0,2,3,16,31,76
E01004216,Tower Hamlets,4,7,5,2,1,7,,8,8,34,76
E01004338,Waltham Forest,6,3,6,1,0,7,1,9,9,34,76
E01004596,Wandsworth,5,13,2,0,1,5,1,25,12,12,76
E01004728,Westminster,4,11,8,0,0,5,,9,14,25,76
E01000136,Barnet,3,11,1,1,,5,2,13,22,17,75
E01000304,Barnet,6,5,0,2,1,5,2,8,20,26,75
E01000783,Bromley,10,5,1,0,2,6,2,4,11,34,75
E01000846,Camden,7,2,4,1,0,7,3,19,14,18,75
E01000925,Camden,1,6,5,2,3,8,5,11,10,24,75
E01001049,Croydon,2,4,7,0,3,6,3,5,23,22,75
E01001138,Croydon,5,5,8,5,2,4,1,8,14,23,75
E01001253,Ealing,2,4,4,5,,4,1,7,25,23,75
E01001319,Ealing,11,5,2,,,6,1,5,11,34,75
E01001342,Ealing,5,5,6,,1,5,2,2,10,39,75
E01001493,Enfield,8,8,1,2,,6,2,9,23,16,75
E01001685,Greenwich,6,6,5,1,,4,2,7,13,31,75
E01001717,Hackney,2,3,4,3,0,1,3,42,3,14,75
E01001799,Hackney,4,6,1,,,9,3,11,20,21,75
E01001825,Hackney,2,6,2,1,0,8,5,9,28,14,75
E01001851,Hammersmith and Fulham,2,8,3,2,0,12,0,12,14,22,75
E01001918,Hammersmith and Fulham,7,2,4,,0,2,0,10,16,34,75
E01002215,Harrow,3,4,3,6,1,4,1,14,12,27,75
E01002217,Harrow,4,2,3,2,,6,0,8,9,41,75
E01002466,Hillingdon,7,3,3,1,,3,3,0,24,31,75
E01002513,Hillingdon,5,5,2,3,,2,2,12,28,16,75
E01002576,Hounslow,9,10,0,0,,8,0,6,15,27,75
E01002717,Islington,4,15,6,1,2,5,4,13,10,15,75
E01002956,Kingston upon Thames,4,14,2,0,1,3,,7,27,17,75
E01003044,Lambeth,15,5,4,2,0,3,2,10,5,29,75
E01003555,Newham,5,3,8,0,1,7,,10,22,19,75
E01003582,Newham,11,2,9,1,0,5,2,7,11,27,75
E01003585,Newham,7,5,3,0,1,2,3,8,9,37,75
E01003790,Redbridge,6,8,5,2,1,3,0,12,11,27,75
E01003803,Richmond upon Thames,12,3,1,2,,3,,6,10,38,75
E01003820,Richmond upon Thames,6,9,3,0,,5,1,9,9,33,75
E01003974,Southwark,4,4,4,2,1,0,4,15,10,31,75
E01004050,Southwark,6,3,1,1,1,4,1,17,21,20,75
E01004503,Wandsworth,5,10,2,0,0,7,1,15,16,19,75
E01032779,Tower Hamlets,5,7,2,0,0,7,2,8,8,36,75
E01000107,Barking and Dagenham,3,11,4,3,0,3,5,3,8,34,74
E01000224,Barnet,3,8,3,,0,3,3,6,23,25,74
E01000242,Barnet,5,12,3,5,,2,2,10,17,18,74
E01000291,Barnet,5,12,0,0,,5,0,9,18,25,74
E01000343,Bexley,17,7,6,2,1,5,,7,9,20,74
E01000770,Bromley,2,4,3,2,1,11,1,12,15,23,74
E01000893,Camden,2,1,2,,1,13,9,15,15,16,74
E01000964,Camden,5,7,1,0,,6,0,10,30,15,74
E01000997,Croydon,8,6,8,1,1,2,2,6,8,32,74
E01001021,Croydon,10,6,2,1,,3,0,7,7,38,74
E01001201,Ealing,6,7,1,1,,2,,8,16,33,74
E01001223,Ealing,6,11,2,2,,3,1,4,11,34,74
E01001801,Hackney,2,17,1,,1,7,0,11,14,21,74
E01001924,Hammersmith and Fulham,5,7,5,1,,8,2,17,16,13,74
E01002018,Haringey,4,4,4,0,1,5,1,10,12,33,74
E01002024,Haringey,3,13,1,1,,3,9,16,14,14,74
E01002223,Harrow,2,4,3,0,1,2,3,6,28,25,74
E01002262,Havering,8,4,0,2,0,7,1,3,15,34,74
E01002300,Havering,3,9,6,2,,6,4,9,11,24,74
E01002332,Havering,5,2,4,3,,6,0,10,11,33,74
E01002381,Havering,12,6,3,0,0,2,0,0,13,38,74
E01002474,Hillingdon,9,5,1,4,0,6,0,5,15,29,74
E01002481,Hillingdon,7,9,8,2,0,6,0,2,17,23,74
E01003095,Lambeth,5,3,9,1,3,5,0,6,14,28,74
E01003264,Lewisham,9,8,5,0,2,4,0,5,18,23,74
E01003565,Newham,4,2,5,4,1,5,3,8,13,29,74
E01003627,Newham,0,7,12,2,,6,3,14,8,22,74
E01003628,Newham,6,3,5,2,0,1,3,9,14,31,74
E01003869,Richmond upon Thames,6,9,5,,,5,4,14,9,22,74
E01004032,Southwark,11,13,0,1,,2,1,11,18,17,74
E01004100,Sutton,3,7,7,2,2,8,1,6,14,24,74
E01004193,Sutton,8,10,0,5,0,4,1,8,8,30,74
E01004479,Wandsworth,3,12,2,1,0,4,4,11,18,19,74
E01033600,Westminster,5,9,1,2,1,7,2,11,17,19,74
E01033606,Westminster,3,10,2,,1,8,3,19,9,19,74
E01033728,Greenwich,7,13,3,,,0,2,18,12,19,74
E01000169,Barnet,4,11,1,,1,3,,6,29,18,73
E01000265,Barnet,9,6,2,2,0,10,2,10,4,28,73
E01000284,Barnet,9,4,5,0,,4,3,10,9,29,73
E01000293,Barnet,3,3,3,1,,6,1,8,24,24,73
E01000611,Brent,2,6,7,1,1,4,1,6,14,31,73
E01000897,Camden,4,8,3,1,1,2,1,20,19,14,73
E01001314,Ealing,4,5,11,0,0,4,0,4,13,32,73
E01001392,Enfield,5,5,4,0,,1,3,5,32,18,73
E01001968,Haringey,5,8,1,1,0,6,4,7,26,15,73
E01002132,Harrow,7,9,11,1,1,3,1,6,8,26,73
E01002251,Havering,11,4,4,2,1,5,,9,10,27,73
E01002838,Kensington and Chelsea,3,11,1,,1,1,3,21,22,10,73
E01002939,Kingston upon Thames,4,9,5,3,1,7,1,7,11,25,73
E01003134,Lambeth,6,10,1,0,,6,2,7,18,23,73
E01003257,Lewisham,5,7,3,1,,3,1,6,22,25,73
E01003410,Merton,4,2,1,1,0,4,1,12,8,40,73
E01003422,Merton,4,5,5,1,,5,1,15,6,31,73
E01003476,Merton,5,5,5,6,,2,0,9,13,28,73
E01003519,Newham,5,12,3,,0,2,2,7,8,34,73
E01003608,Newham,3,7,3,2,1,8,1,10,19,19,73
E01003626,Newham,12,2,4,2,0,4,6,15,11,17,73
E01003644,Redbridge,3,5,4,1,,3,0,14,25,18,73
E01003898,Richmond upon Thames,5,10,2,1,,4,3,15,7,26,73
E01003955,Southwark,9,18,2,1,1,2,2,9,19,10,73
E01004071,Southwark,7,5,1,1,,4,1,7,25,22,73
E01004175,Sutton,6,5,6,1,1,7,0,2,12,33,73
E01004218,Tower Hamlets,4,6,2,2,2,6,4,5,10,32,73
E01004554,Wandsworth,4,8,1,,,7,2,14,19,18,73
E01000166,Barnet,7,4,0,1,1,9,0,9,24,17,72
E01000202,Barnet,2,10,1,,,1,1,7,27,23,72
E01000256,Barnet,3,7,1,4,0,6,0,7,28,16,72
E01000450,Bexley,5,2,6,5,1,6,1,8,12,26,72
E01000492,Brent,2,5,,3,,6,2,6,25,23,72
E01000787,Bromley,17,6,3,0,,4,2,6,7,27,72
E01001284,Ealing,6,8,1,,1,3,2,6,16,29,72
E01001413,Enfield,7,11,1,,,7,,6,16,24,72
E01001727,Hackney,7,6,2,0,,5,3,11,19,19,72
E01002193,Harrow,4,7,5,0,0,3,3,5,12,33,72
E01002224,Harrow,7,4,11,0,1,5,1,3,9,31,72
E01002385,Havering,3,10,2,4,1,4,1,5,20,22,72
E01002440,Hillingdon,5,4,,1,,8,,6,13,35,72
E01002733,Islington,4,5,0,0,0,2,3,21,19,18,72
E01002999,Kingston upon Thames,3,7,7,2,1,7,0,11,8,26,72
E01003084,Lambeth,7,9,4,2,2,6,0,16,14,12,72
E01003116,Lambeth,7,7,4,1,,7,3,6,14,23,72
E01003835,Richmond upon Thames,4,14,1,2,,4,,25,10,12,72
E01003902,Richmond upon Thames,9,3,2,1,0,8,0,19,8,22,72
E01004007,Southwark,5,3,3,1,0,4,2,7,3,44,72
E01004018,Southwark,7,8,5,0,,2,2,20,19,9,72
E01004147,Sutton,2,2,4,0,2,3,0,8,28,23,72
E01004161,Sutton,4,5,3,2,,5,0,14,14,25,72
E01004353,Waltham Forest,3,1,2,0,,3,2,10,29,22,72
E01004641,Wandsworth,7,13,1,0,0,5,,10,12,24,72
E01000179,Barnet,6,10,2,2,,5,1,11,14,20,71
E01000754,Bromley,3,6,7,3,,8,1,7,11,25,71
E01000812,Bromley,5,4,1,2,,4,1,6,26,22,71
E01001140,Croydon,5,6,4,1,1,5,3,11,14,21,71
E01001533,Enfield,1,6,1,2,,0,2,3,45,11,71
E01001993,Haringey,6,11,0,0,,3,7,15,23,6,71
E01002089,Haringey,8,3,7,0,1,3,0,11,10,28,71
E01002106,Harrow,2,5,1,1,,3,1,5,25,28,71
E01002222,Harrow,6,8,6,1,1,3,,4,15,27,71
E01002258,Havering,6,2,1,2,0,4,0,14,12,30,71
E01002298,Havering,5,5,7,1,,5,1,9,14,24,71
E01002307,Havering,4,6,1,2,1,7,1,5,13,31,71
E01002531,Hillingdon,5,6,3,1,,6,2,5,10,33,71
E01002960,Kingston upon Thames,6,7,1,3,2,7,0,13,12,20,71
E01003072,Lambeth,2,11,5,,,6,2,11,19,15,71
E01003261,Lewisham,5,6,3,0,,4,4,6,18,25,71
E01003343,Lewisham,9,3,2,0,,6,2,6,13,30,71
E01003396,Merton,8,4,6,1,1,2,1,9,15,24,71
E01003455,Merton,9,8,7,0,2,10,0,3,9,23,71
E01003473,Merton,6,6,2,2,,4,1,21,17,12,71
E01003706,Redbridge,2,3,1,1,,5,2,8,18,31,71
E01003746,Redbridge,1,5,1,2,1,9,0,10,19,23,71
E01003831,Richmond upon Thames,12,6,1,0,,3,1,5,16,27,71
E01003853,Richmond upon Thames,8,9,2,,,6,2,10,20,14,71
E01004002,Southwark,7,4,1,2,1,4,0,12,15,25,71
E01004192,Sutton,5,6,4,3,,2,1,8,11,31,71
E01004380,Waltham Forest,5,7,2,0,1,7,0,4,20,25,71
E01000328,Bexley,12,4,0,1,,3,1,6,5,38,70
E01000538,Brent,9,3,6,0,,7,3,3,17,22,70
E01000804,Bromley,2,10,3,1,1,4,1,7,24,17,70
E01001269,Ealing,10,1,4,2,0,3,0,13,11,26,70
E01001586,Greenwich,5,7,1,2,1,6,0,10,17,21,70
E01001726,Hackney,7,5,3,2,0,3,2,7,10,31,70
E01001802,Hackney,4,8,5,2,,7,4,14,11,15,70
E01001986,Haringey,0,6,1,0,,3,4,9,20,27,70
E01002165,Harrow,1,7,2,1,,6,1,9,15,28,70
E01002169,Harrow,7,2,3,2,2,2,2,6,12,32,70
E01002206,Harrow,5,8,5,0,2,3,1,12,16,18,70
E01002329,Havering,6,4,1,4,,1,1,10,13,30,70
E01002533,Hillingdon,7,5,2,3,,6,0,5,13,29,70
E01002938,Kingston upon Thames,3,10,2,,,7,6,10,13,19,70
E01002952,Kingston upon Thames,8,12,2,,1,6,0,11,14,16,70
E01002978,Kingston upon Thames,5,4,5,3,0,7,0,10,17,19,70
E01003083,Lambeth,5,4,4,1,1,2,1,8,18,26,70
E01003307,Lewisham,5,7,1,1,0,6,0,9,20,21,70
E01003485,Newham,8,3,4,1,2,5,0,7,12,28,70
E01003792,Redbridge,4,5,8,1,,2,4,7,13,26,70
E01003846,Richmond upon Thames,2,8,4,,,1,1,11,30,13,70
E01003889,Richmond upon Thames,12,15,3,0,0,5,,15,6,14,70
E01003904,Richmond upon Thames,8,3,4,0,,14,2,14,3,22,70
E01004155,Sutton,4,3,7,1,2,11,,5,11,26,70
E01004330,Waltham Forest,2,5,1,1,1,5,2,11,15,27,70
E01004497,Wandsworth,5,3,5,1,2,10,1,9,14,20,70
E01004607,Wandsworth,4,12,1,0,,7,1,13,15,17,70
E01004634,Wandsworth,4,3,1,0,,7,0,12,12,31,70
E01032577,Hillingdon,7,2,8,1,0,8,,3,17,24,70
E01000118,Barnet,6,5,4,0,1,4,1,6,26,16,69
E01000139,Barnet,6,5,0,1,,7,0,11,17,22,69
E01000201,Barnet,5,8,4,1,1,2,1,6,26,15,69
E01000217,Barnet,11,3,2,1,0,5,2,11,19,15,69
E01000393,Bexley,10,2,4,0,0,3,,16,11,23,69
E01000480,Brent,5,6,3,0,0,3,,9,21,22,69
E01000748,Bromley,5,4,1,5,2,11,,5,4,32,69
E01000949,Camden,8,9,3,1,,4,,13,6,25,69
E01000970,Camden,4,8,1,1,0,3,0,16,18,18,69
E01001003,Croydon,8,3,2,2,,9,6,5,10,24,69
E01001141,Croydon,1,5,3,,0,5,1,9,14,31,69
E01001469,Enfield,9,6,0,1,1,1,,5,15,31,69
E01001474,Enfield,8,5,4,1,0,10,1,3,13,24,69
E01002137,Harrow,8,4,8,1,,4,3,12,11,18,69
E01002231,Harrow,8,7,2,1,,1,1,5,18,26,69
E01002308,Havering,6,4,2,0,3,9,,7,9,29,69
E01002453,Hillingdon,8,5,1,,1,6,1,5,19,23,69
E01002898,Kensington and Chelsea,2,10,2,2,,3,2,17,12,19,69
E01003205,Lewisham,6,9,3,3,1,3,1,9,4,30,69
E01003331,Lewisham,5,9,3,1,,1,2,4,16,28,69
E01003369,Merton,4,3,2,,1,7,0,13,14,25,69
E01003621,Newham,4,2,9,0,1,4,4,15,12,18,69
E01003629,Newham,1,6,12,1,1,7,1,10,5,25,69
E01004158,Sutton,4,7,1,1,3,4,0,4,15,30,69
E01004383,Waltham Forest,5,9,5,2,1,3,3,5,20,16,69
E01004415,Waltham Forest,9,8,2,0,,7,1,2,11,29,69
E01004500,Wandsworth,6,9,1,0,0,8,3,12,16,14,69
E01004636,Wandsworth,5,14,2,,,10,,5,6,27,69
E01000022,Barking and Dagenham,4,3,4,4,,3,,9,8,33,68
E01000199,Barnet,6,21,2,0,,8,0,1,18,12,68
E01000200,Barnet,5,12,2,1,,1,1,9,13,24,68
E01000418,Bexley,5,3,3,3,,5,1,7,13,28,68
E01000584,Brent,2,4,4,,,6,4,16,10,22,68
E01000587,Brent,3,3,2,0,,1,4,9,24,22,68
E01000664,Bromley,8,4,3,1,,8,0,4,11,29,68
E01000709,Bromley,5,13,2,1,0,4,2,8,12,21,68
E01001028,Croydon,4,12,2,2,,4,,5,16,23,68
E01001075,Croydon,8,5,0,,,9,5,10,12,19,68
E01001094,Croydon,10,10,2,3,,1,2,9,14,17,68
E01001254,Ealing,7,10,5,2,,5,0,4,12,23,68
E01001375,Ealing,0,9,1,,,4,1,10,20,23,68
E01001390,Enfield,6,4,1,0,1,5,2,5,25,19,68
E01001656,Greenwich,5,6,1,2,,6,2,4,14,28,68
E01001684,Greenwich,2,1,4,3,1,5,1,7,11,33,68
E01001949,Hammersmith and Fulham,7,6,,1,,5,,17,21,11,68
E01001965,Haringey,4,6,0,0,2,5,1,7,25,18,68
E01002107,Harrow,2,9,2,1,0,2,2,7,21,22,68
E01002156,Harrow,5,3,2,3,,7,5,2,23,18,68
E01002315,Havering,6,1,4,4,,5,1,7,5,35,68
E01002429,Hillingdon,4,7,13,1,,6,0,2,8,27,68
E01002546,Hillingdon,4,1,5,1,,2,1,8,22,24,68
E01002868,Kensington and Chelsea,1,13,8,1,0,5,2,11,15,12,68
E01003449,Merton,6,8,2,1,0,12,1,6,17,15,68
E01003676,Redbridge,5,4,2,4,,9,0,3,20,21,68
E01003693,Redbridge,5,4,7,1,0,1,1,4,23,22,68
E01003753,Redbridge,4,6,3,1,,8,1,6,22,17,68
E01003858,Richmond upon Thames,3,5,3,,,2,2,21,17,15,68
E01003886,Richmond upon Thames,9,5,2,,1,3,,19,6,23,68
E01004055,Southwark,10,4,5,1,,7,2,10,3,26,68
E01004180,Sutton,2,10,3,1,0,5,0,11,18,18,68
E01004395,Waltham Forest,3,6,3,,0,3,1,14,15,23,68
E01004530,Wandsworth,8,3,1,0,,5,1,11,14,25,68
E01004738,Westminster,4,8,5,,3,2,1,15,8,22,68
E01004746,Westminster,10,10,4,1,,6,0,9,5,23,68
E01032781,Tower Hamlets,4,7,6,1,0,4,1,8,9,28,68
E01033575,Newham,3,6,3,0,,9,1,12,10,24,68
E01000115,Barnet,2,6,1,,,6,,4,26,22,67
E01000210,Barnet,3,8,0,4,,3,1,5,24,19,67
E01000344,Bexley,2,5,6,1,0,5,3,15,8,22,67
E01000391,Bexley,6,1,10,2,,4,1,6,12,25,67
E01000552,Brent,10,12,4,2,1,6,1,3,3,25,67
E01000708,Bromley,1,6,1,3,1,6,0,10,19,20,67
E01001299,Ealing,10,4,2,1,,3,1,10,19,17,67
E01001302,Ealing,4,4,3,2,1,3,3,11,10,26,67
E01001804,Hackney,9,4,5,3,1,3,1,8,14,19,67
E01001996,Haringey,1,8,0,0,,8,4,6,18,22,67
E01002007,Haringey,4,11,0,0,,5,2,10,22,13,67
E01002239,Harrow,3,4,2,1,1,4,3,5,25,19,67
E01002336,Havering,7,6,6,1,0,3,,8,16,20,67
E01002989,Kingston upon Thames,8,0,1,,,8,1,7,10,32,67
E01003033,Lambeth,5,2,4,3,1,3,0,9,17,23,67
E01003273,Lewisham,7,1,2,1,1,3,2,6,18,26,67
E01003355,Merton,5,4,2,1,3,9,0,25,6,12,67
E01003808,Richmond upon Thames,1,4,1,,,6,1,21,23,10,67
E01003848,Richmond upon Thames,8,4,1,0,,4,3,10,14,23,67
E01003905,Richmond upon Thames,10,2,2,,,3,4,11,7,28,67
E01003991,Southwark,6,6,4,0,1,4,1,7,5,33,67
E01004093,Sutton,2,10,1,1,1,3,,7,25,17,67
E01004105,Sutton,6,7,8,1,,5,0,10,9,21,67
E01004511,Wandsworth,4,11,3,,,7,0,9,6,27,67
E01004550,Wandsworth,7,4,0,0,,5,1,15,19,16,67
E01004751,Westminster,4,8,3,1,,10,1,6,7,27,67
E01000110,Barking and Dagenham,8,2,5,0,,7,3,4,12,25,66
E01000147,Barnet,4,5,0,1,,8,1,5,23,19,66
E01000329,Bexley,11,2,4,3,2,6,2,2,5,29,66
E01000569,Brent,4,7,6,,,5,0,5,20,19,66
E01000613,Brent,6,2,6,1,,5,1,11,6,28,66
E01000679,Bromley,8,6,1,1,1,6,0,5,20,18,66
E01000760,Bromley,3,5,2,0,2,5,1,7,15,26,66
E01001027,Croydon,3,7,0,2,,1,2,8,24,19,66
E01001216,Ealing,6,1,10,1,1,4,1,9,10,23,66
E01001293,Ealing,7,6,1,0,1,6,1,11,8,25,66
E01001610,Greenwich,2,7,1,1,1,1,4,6,23,20,66
E01001715,Hackney,4,9,7,2,1,5,1,12,9,16,66
E01001994,Haringey,5,17,2,0,,6,1,8,15,12,66
E01002216,Harrow,2,5,1,1,,5,0,7,15,30,66
E01002339,Havering,3,0,2,2,0,2,0,3,19,35,66
E01002602,Hounslow,10,1,0,4,0,3,2,4,13,29,66
E01002949,Kingston upon Thames,10,4,6,0,1,3,0,4,1,37,66
E01003416,Merton,8,5,4,0,,4,4,5,7,29,66
E01003445,Merton,10,11,3,0,0,3,3,7,12,17,66
E01003786,Redbridge,6,4,5,1,1,2,1,3,24,19,66
E01003794,Redbridge,4,5,4,2,,1,0,6,26,18,66
E01004073,Southwark,7,7,2,2,,5,1,11,12,19,66
E01004094,Sutton,4,0,4,2,1,2,1,11,19,22,66
E01004439,Waltham Forest,7,4,7,1,0,4,3,6,12,22,66
E01004623,Wandsworth,4,15,1,2,,1,,9,10,24,66
E01000358,Bexley,2,1,5,,0,2,1,21,10,23,65
E01000474,Brent,8,2,1,3,,3,2,9,4,33,65
E01000689,Bromley,6,4,6,1,1,7,0,7,16,17,65
E01000971,Camden,7,4,1,1,2,5,,10,17,18,65
E01001032,Croydon,6,9,2,1,0,3,,3,17,24,65
E01001217,Ealing,7,2,2,1,,5,,3,19,26,65
E01001377,Ealing,2,14,1,1,,2,1,5,26,13,65
E01001473,Enfield,5,6,5,5,1,4,2,10,9,18,65
E01001926,Hammersmith and Fulham,3,8,1,,1,3,0,15,23,11,65
E01001927,Hammersmith and Fulham,4,11,2,,1,5,3,9,25,5,65
E01002122,Harrow,8,6,5,2,,5,3,5,16,15,65
E01002177,Harrow,2,3,7,0,0,8,2,11,11,21,65
E01002347,Havering,6,10,2,1,2,2,0,6,12,24,65
E01002349,Havering,2,3,5,2,1,7,1,8,9,27,65
E01002591,Hounslow,5,6,6,2,0,4,,7,11,24,65
E01002674,Hounslow,3,5,2,,0,4,3,5,10,33,65
E01002759,Islington,3,5,1,4,,3,3,8,23,15,65
E01002950,Kingston upon Thames,5,3,3,3,3,6,0,5,7,30,65
E01002962,Kingston upon Thames,8,3,3,1,,6,0,4,4,36,65
E01003005,Kingston upon Thames,4,8,4,1,1,7,0,13,17,10,65
E01003426,Merton,4,14,1,0,0,5,0,8,12,21,65
E01003678,Redbridge,3,10,3,1,,5,1,6,14,22,65
E01004109,Sutton,7,4,6,,1,7,1,2,8,29,65
E01004151,Sutton,7,6,0,2,0,4,,3,5,38,65
E01004442,Waltham Forest,5,7,5,0,,7,2,9,10,20,65
E01004542,Wandsworth,5,6,3,3,,1,2,12,16,17,65
E01004586,Wandsworth,5,4,4,0,0,4,1,18,11,18,65
E01004593,Wandsworth,1,4,2,,,7,2,19,13,17,65
E01032768,Tower Hamlets,7,8,4,0,0,8,2,11,9,16,65
E01000180,Barnet,4,14,2,0,,3,1,8,15,17,64
E01000332,Bexley,9,5,3,0,0,6,1,7,15,18,64
E01000356,Bexley,3,5,3,0,1,9,6,14,6,17,64
E01000590,Brent,11,7,6,,1,7,2,2,12,16,64
E01000717,Bromley,3,10,1,3,,9,0,8,13,17,64
E01000726,Bromley,7,7,2,2,,4,1,4,19,18,64
E01001122,Croydon,2,12,9,1,3,4,0,5,15,13,64
E01001131,Croydon,11,3,1,1,2,9,,7,13,17,64
E01001404,Enfield,7,2,3,0,0,6,3,8,21,14,64
E01001456,Enfield,5,5,,,,5,1,13,22,13,64
E01001906,Hammersmith and Fulham,3,8,1,2,,3,3,13,17,14,64
E01002021,Haringey,1,14,0,,1,2,3,8,21,14,64
E01002023,Haringey,5,8,0,,,7,6,8,19,11,64
E01002060,Haringey,3,10,1,1,,4,2,7,18,18,64
E01002237,Harrow,6,6,3,2,,5,1,12,9,20,64
E01002240,Harrow,3,1,4,3,3,2,1,8,15,24,64
E01002294,Havering,5,5,7,0,,6,0,4,13,24,64
E01002351,Havering,3,6,2,1,,6,0,7,13,26,64
E01002469,Hillingdon,4,13,3,2,,4,0,3,11,24,64
E01002600,Hounslow,3,2,11,1,1,5,1,3,7,30,64
E01002947,Kingston upon Thames,5,4,9,0,,2,1,10,16,17,64
E01002988,Kingston upon Thames,5,3,3,2,0,5,2,7,3,34,64
E01003010,Kingston upon Thames,3,1,2,1,2,7,1,24,8,15,64
E01003227,Lewisham,5,8,2,2,1,3,1,8,26,8,64
E01003281,Lewisham,5,10,3,0,,7,2,9,19,9,64
E01003518,Newham,7,4,5,1,1,2,1,6,13,24,64
E01003724,Redbridge,4,3,2,1,,5,0,7,28,14,64
E01003957,Southwark,4,10,3,1,,3,2,9,17,15,64
E01004077,Sutton,7,7,0,2,,5,2,2,10,29,64
E01004475,Wandsworth,3,7,1,1,1,4,7,16,15,9,64
E01004555,Wandsworth,6,10,1,0,,1,0,16,18,12,64
E01004620,Wandsworth,4,13,1,0,1,1,0,12,11,21,64
E01033599,Westminster,9,3,2,0,1,7,0,11,0,31,64
E01000227,Barnet,2,11,4,2,1,5,0,0,26,12,63
E01000334,Bexley,7,1,3,0,0,5,,7,9,31,63
E01000446,Bexley,7,2,1,2,1,4,,3,9,34,63
E01000493,Brent,6,7,6,0,,2,2,8,15,17,63
E01000514,Brent,5,6,3,1,,5,1,3,17,22,63
E01000777,Bromley,6,7,2,0,0,0,,5,26,17,63
E01000999,Croydon,9,1,4,3,0,2,2,7,15,20,63
E01001543,Enfield,2,14,3,0,1,3,2,5,10,23,63
E01002198,Harrow,5,4,1,2,,6,1,6,7,31,63
E01002305,Havering,5,4,4,1,0,1,2,4,8,34,63
E01002340,Havering,4,4,8,0,,7,2,9,11,18,63
