geography_code,Borough,Arson and Criminal Damage,Burglary,Drug Offences,Miscellaneous Crimes Against Society,Possession of Weapons,Public Order Offences,Robbery,Theft,Vehicle Offences,Violence Against the Person,sum_2021
E01002619,Hounslow,7,8,5,1,,2,0,11,19,50,103
E01002895,Kensington and Chelsea,6,12,1,2,0,6,2,27,31,16,103
E01002896,Kensington and Chelsea,12,9,6,1,1,8,2,21,15,28,103
E01003043,Lambeth,9,10,11,0,1,6,3,19,19,25,103
E01003094,Lambeth,10,9,10,3,2,12,1,22,14,20,103
E01003185,Lambeth,5,10,12,1,0,9,0,22,9,35,103
E01003191,Lewisham,11,4,6,2,,7,0,8,23,42,103
E01003315,Lewisham,8,9,2,3,1,10,0,15,22,33,103
E01003432,Merton,13,7,6,7,3,6,5,5,15,36,103
E01003529,Newham,7,1,3,3,,8,5,20,14,42,103
E01003702,Redbridge,3,7,2,2,2,5,2,12,18,50,103
E01004377,Waltham Forest,7,5,7,3,,6,2,14,33,26,103
E01004611,Wandsworth,13,4,4,3,0,4,3,20,11,41,103
E01004696,Westminster,6,12,9,2,0,13,8,15,11,27,103
E01004730,Westminster,7,6,8,,0,5,1,43,20,13,103
E01000076,Barking and Dagenham,24,4,3,10,,2,1,10,9,39,102
E01000621,Brent,1,7,13,2,3,14,1,10,13,38,102
E01000665,Bromley,8,6,6,2,,6,0,18,19,37,102
E01000981,Croydon,10,6,4,2,0,10,2,6,19,43,102
E01000994,Croydon,13,2,8,1,,11,6,12,13,36,102
E01001125,Croydon,11,6,1,1,0,13,1,19,9,41,102
E01001207,Ealing,12,7,2,1,,11,3,9,17,40,102
E01001320,Ealing,8,6,7,1,2,4,,8,8,58,102
E01001360,Ealing,8,7,10,3,1,8,2,13,7,43,102
E01001556,Enfield,11,13,4,2,2,7,1,12,24,26,102
E01001592,Greenwich,8,8,2,12,2,6,,8,23,33,102
E01001645,Greenwich,16,1,5,4,0,4,0,10,28,34,102
E01001984,Haringey,4,12,2,0,,8,1,18,11,46,102
E01002200,Harrow,8,14,2,0,1,3,2,10,14,48,102
E01002377,Havering,8,7,11,1,2,8,,15,17,33,102
E01002487,Hillingdon,16,5,5,0,2,8,4,10,15,37,102
E01002665,Hounslow,4,6,12,2,1,8,2,7,14,46,102
E01002694,Islington,6,4,7,1,1,10,2,18,5,48,102
E01002812,Kensington and Chelsea,6,14,3,,1,8,1,18,15,36,102
E01002848,Kensington and Chelsea,9,10,11,1,2,5,0,24,6,34,102
E01002900,Kensington and Chelsea,4,7,17,2,0,5,3,17,30,17,102
E01003038,Lambeth,6,17,4,,1,6,3,26,22,17,102
E01003046,Lambeth,9,7,11,1,4,11,2,9,8,40,102
E01003097,Lambeth,9,8,11,3,0,12,3,16,10,30,102
E01003123,Lambeth,6,9,6,1,2,6,2,17,15,38,102
E01003219,Lewisham,11,12,4,0,1,6,0,15,15,38,102
E01003487,Newham,2,5,7,0,1,8,,14,9,56,102
E01003837,Richmond upon Thames,10,11,7,6,1,7,0,11,18,31,102
E01004469,Waltham Forest,9,15,11,2,0,7,1,4,18,35,102
E01032564,Lewisham,6,7,3,2,,11,1,17,17,38,102
E01032565,Lewisham,11,5,3,4,0,9,,12,13,45,102
E01032834,Southwark,4,17,9,,,4,2,57,3,6,102
E01033494,Islington,12,9,4,0,,5,6,24,15,27,102
E01000074,Barking and Dagenham,6,8,3,4,2,11,3,12,12,40,101
E01000145,Barnet,4,9,5,,,8,3,15,16,41,101
E01000232,Barnet,7,20,6,1,0,1,2,4,25,35,101
E01000274,Barnet,5,7,4,1,1,8,2,18,23,32,101
E01000519,Brent,11,8,4,1,2,6,6,9,13,41,101
E01000541,Brent,8,11,16,0,1,4,3,7,16,35,101
E01000549,Brent,11,17,8,,1,6,0,15,26,17,101
E01000672,Bromley,5,6,1,1,,5,,29,44,10,101
E01000785,Bromley,11,10,4,2,1,17,2,11,9,34,101
E01000864,Camden,8,8,6,3,,8,1,31,18,18,101
E01000957,Camden,6,10,9,1,2,2,8,28,11,24,101
E01000993,Croydon,9,4,4,3,,12,4,13,12,40,101
E01001029,Croydon,5,17,10,2,0,7,4,7,18,31,101
E01001082,Croydon,7,9,9,0,,9,0,9,10,48,101
E01001290,Ealing,8,7,10,0,0,6,4,14,16,36,101
E01001353,Ealing,4,10,2,1,1,11,3,7,19,43,101
E01001395,Enfield,7,8,4,2,3,5,4,2,24,42,101
E01001402,Enfield,5,15,2,3,0,5,4,13,29,25,101
E01001633,Greenwich,7,3,8,1,1,3,0,7,14,57,101
E01001908,Hammersmith and Fulham,2,9,2,1,1,9,1,33,8,35,101
E01001951,Hammersmith and Fulham,10,7,2,0,,8,1,25,22,26,101
E01001998,Haringey,7,15,5,2,1,6,2,12,23,28,101
E01002009,Haringey,7,11,1,0,1,8,6,25,20,22,101
E01002421,Hillingdon,5,6,5,0,1,5,1,13,19,46,101
E01002538,Hillingdon,10,2,11,3,1,7,0,20,12,35,101
E01002585,Hounslow,8,1,3,6,2,10,1,7,14,49,101
E01002752,Islington,6,3,1,0,,6,3,19,16,47,101
E01003101,Lambeth,16,5,9,0,0,3,4,27,10,27,101
E01003496,Newham,8,4,11,1,3,8,3,22,11,30,101
E01003536,Newham,7,17,5,1,0,4,1,7,18,41,101
E01003641,Redbridge,6,6,6,3,,7,4,26,23,20,101
E01003673,Redbridge,8,7,7,1,2,5,1,5,25,40,101
E01003842,Richmond upon Thames,8,7,3,0,1,6,1,8,13,54,101
E01003936,Southwark,5,6,8,0,0,4,6,43,9,20,101
E01003968,Southwark,6,10,19,,2,5,4,9,9,37,101
E01003993,Southwark,12,12,5,1,1,6,3,14,13,34,101
E01004111,Sutton,6,6,19,0,,4,0,32,12,22,101
E01004291,Tower Hamlets,4,23,7,0,2,9,2,30,6,18,101
E01004378,Waltham Forest,3,6,5,4,0,4,4,6,12,57,101
E01004426,Waltham Forest,6,7,5,3,,5,4,18,30,23,101
E01004518,Wandsworth,9,5,2,3,0,12,3,13,19,35,101
E01004581,Wandsworth,6,14,2,1,,8,8,15,20,27,101
E01004639,Wandsworth,7,18,5,2,,9,,20,17,23,101
E01000014,Barking and Dagenham,6,7,8,2,,4,0,14,19,40,100
E01000544,Brent,17,10,6,3,2,7,0,13,5,37,100
E01000604,Brent,3,7,4,2,,6,2,17,17,42,100
E01000780,Bromley,12,5,10,1,1,9,0,5,12,45,100
E01000868,Camden,13,7,7,1,2,6,3,14,5,42,100
E01000902,Camden,3,3,5,4,0,9,3,25,8,40,100
E01000907,Camden,5,7,13,2,1,5,2,12,17,36,100
E01001132,Croydon,11,6,2,1,1,4,2,33,18,22,100
E01001185,Croydon,6,9,6,1,,5,2,13,31,27,100
E01001587,Greenwich,13,16,2,0,0,5,1,9,27,27,100
E01001600,Greenwich,10,10,3,2,1,6,3,15,18,32,100
E01001603,Greenwich,10,11,6,0,3,10,1,15,9,35,100
E01001929,Hammersmith and Fulham,11,8,3,0,,2,,27,27,22,100
E01001938,Hammersmith and Fulham,8,6,8,0,2,6,4,17,9,40,100
E01002185,Harrow,8,11,4,3,,8,1,10,24,31,100
E01002234,Harrow,6,11,6,3,0,10,1,5,18,40,100
E01002547,Hillingdon,6,12,3,3,,10,1,4,13,48,100
E01002579,Hounslow,7,15,,5,1,10,1,20,19,22,100
E01002891,Kensington and Chelsea,6,12,5,2,1,4,3,31,17,19,100
E01003002,Kingston upon Thames,9,3,3,10,2,4,1,21,13,34,100
E01003067,Lambeth,9,3,7,3,1,5,7,9,25,31,100
E01003238,Lewisham,11,5,5,4,4,6,1,10,19,35,100
E01003366,Merton,9,4,4,,,8,0,30,9,36,100
E01003372,Merton,8,11,3,2,,7,4,19,8,38,100
E01003632,Newham,7,5,10,0,0,6,4,9,20,39,100
E01003834,Richmond upon Thames,5,11,13,2,0,12,3,24,4,26,100
E01003852,Richmond upon Thames,5,20,4,,0,7,3,13,25,23,100
E01004339,Waltham Forest,2,10,11,3,1,3,3,18,14,35,100
E01004350,Waltham Forest,3,9,5,,3,4,4,19,22,31,100
E01004627,Wandsworth,4,17,4,1,0,4,4,21,25,20,100
E01032803,Southwark,6,20,5,1,2,2,1,31,11,21,100
E01033588,Barking and Dagenham,7,6,11,1,1,9,1,9,7,48,100
E01000130,Barnet,8,6,1,3,0,12,3,5,22,39,99
E01000226,Barnet,9,10,3,3,,4,0,10,12,48,99
E01000228,Barnet,10,11,2,13,0,4,2,7,27,23,99
E01000478,Brent,9,10,6,4,0,7,0,7,8,48,99
E01000518,Brent,7,11,8,1,0,2,3,6,31,30,99
E01000522,Brent,7,9,9,6,2,6,1,11,27,21,99
E01000610,Brent,12,8,9,1,,5,3,9,9,43,99
E01000623,Brent,7,12,3,1,0,8,1,14,20,33,99
E01000825,Bromley,8,6,2,2,,9,1,13,26,32,99
E01000873,Camden,10,8,2,1,,5,0,12,37,24,99
E01001095,Croydon,8,4,10,2,0,6,3,17,13,36,99
E01001139,Croydon,12,6,3,5,,7,2,7,20,37,99
E01001242,Ealing,6,16,3,3,,11,0,8,20,32,99
E01001386,Ealing,9,6,6,1,,6,13,10,21,27,99
E01001520,Enfield,7,7,2,4,,4,10,15,11,39,99
E01001550,Enfield,6,5,5,2,0,6,1,7,23,44,99
E01001604,Greenwich,11,8,10,4,1,7,2,14,12,30,99
E01001706,Greenwich,9,16,15,2,1,1,1,6,10,38,99
E01002135,Harrow,6,11,6,0,0,11,0,11,21,33,99
E01002283,Havering,9,10,6,1,1,9,1,13,8,41,99
E01002394,Hillingdon,5,2,13,4,2,6,1,8,16,42,99
E01002411,Hillingdon,10,8,6,1,,17,0,10,6,41,99
E01002436,Hillingdon,8,8,3,1,0,8,2,26,24,19,99
E01002441,Hillingdon,14,8,2,5,,15,0,7,7,41,99
E01002525,Hillingdon,9,9,9,0,3,9,3,12,19,26,99
E01002549,Hillingdon,6,10,7,1,1,5,1,18,14,36,99
E01003001,Kingston upon Thames,6,8,2,1,0,3,1,17,31,30,99
E01003071,Lambeth,10,13,1,1,,4,5,28,23,14,99
E01003124,Lambeth,3,18,8,1,0,4,2,12,9,42,99
E01003155,Lambeth,8,5,3,0,0,15,4,20,16,28,99
E01003167,Lambeth,2,8,3,,1,4,2,10,40,29,99
E01003356,Merton,6,6,4,3,1,9,4,11,12,43,99
E01003654,Redbridge,10,7,1,1,2,13,0,9,14,42,99
E01003680,Redbridge,2,5,3,3,,5,2,42,20,17,99
E01003799,Richmond upon Thames,2,23,3,1,0,3,1,15,35,16,99
E01003800,Richmond upon Thames,10,3,1,2,1,11,0,39,11,21,99
E01003949,Southwark,8,9,6,0,,8,3,13,22,30,99
E01004331,Waltham Forest,10,12,4,0,0,6,2,8,11,46,99
E01004677,Westminster,5,17,5,0,,9,1,20,17,25,99
E01032572,Ealing,2,8,6,2,1,9,2,24,20,25,99
E01000138,Barnet,3,12,1,2,,12,2,7,27,32,98
E01000158,Barnet,4,4,2,8,1,6,2,4,22,45,98
E01000579,Brent,4,12,3,1,1,5,8,16,16,32,98
E01000609,Brent,9,9,1,0,,16,3,6,9,45,98
E01000622,Brent,10,3,8,2,,9,3,9,15,39,98
E01000662,Bromley,8,4,3,0,0,8,1,7,27,40,98
E01000849,Camden,2,8,0,0,1,12,7,43,11,14,98
E01001035,Croydon,12,6,7,,1,5,0,3,18,46,98
E01001258,Ealing,7,7,7,1,,7,4,9,21,35,98
E01001309,Ealing,10,5,11,,2,7,,5,24,34,98
E01001535,Enfield,4,12,3,4,1,9,1,6,24,34,98
E01001897,Hammersmith and Fulham,5,18,4,0,,2,1,23,30,15,98
E01001964,Haringey,6,7,5,2,,8,3,9,24,34,98
E01001991,Haringey,9,8,2,0,,4,5,21,19,30,98
E01002052,Haringey,4,8,1,0,1,5,10,14,34,21,98
E01002113,Harrow,5,7,8,1,,6,1,7,36,27,98
E01002218,Harrow,4,2,12,1,1,10,1,15,9,43,98
E01002337,Havering,8,4,6,3,2,6,3,32,13,21,98
E01002518,Hillingdon,8,4,6,1,1,6,2,15,10,45,98
E01002527,Hillingdon,11,7,5,2,1,12,3,8,14,35,98
E01002563,Hounslow,13,7,4,2,,9,2,14,16,31,98
E01002699,Islington,12,13,3,3,3,5,2,21,7,29,98
E01002756,Islington,10,10,1,0,,10,0,16,27,24,98
E01002908,Kensington and Chelsea,12,3,6,2,,13,2,5,21,34,98
E01003015,Lambeth,6,12,5,0,1,8,8,12,15,31,98
E01003345,Lewisham,10,8,4,1,1,8,5,21,13,27,98
E01003349,Lewisham,9,3,5,1,2,10,,8,19,41,98
E01003593,Newham,7,7,4,1,0,11,1,8,7,52,98
E01003658,Redbridge,14,4,3,2,,15,2,13,11,34,98
E01003713,Redbridge,3,8,2,3,,3,1,8,28,42,98
E01003864,Richmond upon Thames,7,6,4,0,,6,3,26,30,16,98
E01004083,Sutton,3,5,6,3,1,16,12,4,13,35,98
E01004349,Waltham Forest,7,13,6,1,1,4,3,6,26,31,98
E01004405,Waltham Forest,5,8,4,0,2,8,3,18,23,27,98
E01004510,Wandsworth,5,18,8,1,1,2,2,13,12,36,98
E01033463,Brent,5,9,6,2,2,6,1,7,25,35,98
E01033736,Greenwich,6,14,4,3,1,3,3,20,2,42,98
E01033739,Greenwich,12,12,5,2,1,5,4,9,14,34,98
E01000046,Barking and Dagenham,14,1,7,1,1,8,4,6,20,35,97
E01000315,Barnet,5,9,3,2,0,11,6,12,24,25,97
E01001197,Ealing,10,4,5,1,1,8,1,12,25,30,97
E01001403,Enfield,6,3,6,0,1,8,0,9,26,38,97
E01001405,Enfield,4,10,4,1,0,9,3,15,29,22,97
E01001853,Hammersmith and Fulham,8,8,13,1,2,3,1,24,18,19,97
E01002096,Haringey,5,13,2,1,0,6,3,6,35,26,97
E01002753,Islington,9,6,8,1,2,16,3,11,17,24,97
E01002806,Islington,11,10,8,1,2,3,10,11,11,30,97
E01003088,Lambeth,5,9,9,5,2,2,3,10,10,42,97
E01003438,Merton,16,5,3,2,3,8,1,10,22,27,97
E01003477,Merton,3,6,8,3,,5,1,38,17,16,97
E01003483,Newham,10,9,7,1,1,6,1,8,21,33,97
E01003495,Newham,7,9,2,1,2,3,0,8,28,37,97
E01003506,Newham,11,8,7,1,3,8,2,12,12,33,97
E01003509,Newham,20,6,2,0,1,5,1,11,17,34,97
E01003581,Newham,4,4,4,3,1,11,0,16,9,45,97
E01003900,Richmond upon Thames,15,4,5,2,0,13,0,12,7,39,97
E01004186,Sutton,6,5,3,3,1,8,1,9,20,41,97
E01004258,Tower Hamlets,4,19,6,1,2,3,7,17,9,29,97
E01004274,Tower Hamlets,7,4,7,1,1,13,1,13,7,43,97
E01004371,Waltham Forest,3,2,6,0,1,4,4,13,18,46,97
E01004577,Wandsworth,6,10,3,0,1,6,2,19,27,23,97
E01033607,Westminster,7,16,7,2,,9,11,15,8,22,97
E01000033,Barking and Dagenham,11,1,13,1,2,3,0,13,10,42,96
E01000054,Barking and Dagenham,9,10,3,1,0,7,2,9,14,41,96
E01000713,Bromley,3,6,5,0,2,5,5,4,35,31,96
E01001051,Croydon,5,0,11,2,5,1,2,8,13,49,96
E01001271,Ealing,4,5,5,3,0,10,3,13,22,31,96
E01001497,Enfield,4,5,2,0,0,8,1,6,30,40,96
E01001871,Hammersmith and Fulham,5,3,6,2,,10,2,22,12,34,96
E01001910,Hammersmith and Fulham,5,16,,1,,5,1,26,7,35,96
E01002616,Hounslow,14,11,2,3,,3,1,8,20,34,96
E01003267,Lewisham,11,8,3,1,0,8,1,7,8,49,96
E01003459,Merton,15,5,11,1,4,9,1,15,9,26,96
E01003464,Merton,4,13,7,3,1,8,0,13,24,23,96
E01003821,Richmond upon Thames,5,10,7,1,,7,4,19,16,27,96
E01003861,Richmond upon Thames,13,14,7,1,,4,1,15,29,12,96
E01004039,Southwark,6,10,11,2,1,3,3,20,14,26,96
E01004058,Southwark,3,9,20,0,,4,3,23,17,17,96
E01004194,Sutton,11,12,2,1,1,10,1,8,15,35,96
E01004480,Wandsworth,6,15,5,0,1,5,2,18,18,26,96
E01004606,Wandsworth,2,14,11,3,1,3,2,24,22,14,96
E01004742,Westminster,6,10,5,,,12,1,21,7,34,96
E01032562,Bromley,15,4,2,0,2,11,3,7,15,37,96
E01000381,Bexley,13,4,10,2,,8,,8,11,39,95
E01000547,Brent,8,6,1,0,0,7,2,15,16,40,95
E01000712,Bromley,9,14,4,2,,7,4,9,19,27,95
E01000803,Bromley,13,12,2,4,0,7,2,11,22,22,95
E01000967,Camden,6,4,1,0,0,4,8,22,19,31,95
E01001056,Croydon,6,4,8,0,0,8,2,2,8,57,95
E01001130,Croydon,10,4,12,3,2,11,2,11,4,36,95
E01001341,Ealing,11,5,6,2,1,3,1,22,11,33,95
E01001710,Greenwich,2,12,15,2,1,5,1,10,9,38,95
E01002229,Harrow,2,8,5,2,0,9,2,5,19,43,95
E01002260,Havering,5,8,14,1,,3,6,4,15,39,95
E01002501,Hillingdon,7,11,10,1,0,5,0,6,23,32,95
E01002574,Hounslow,2,8,4,,0,6,0,26,29,20,95
E01002577,Hounslow,8,11,4,1,1,5,0,18,28,19,95
E01002749,Islington,7,9,0,0,,4,5,22,15,33,95
E01002863,Kensington and Chelsea,7,8,3,1,,5,12,21,21,17,95
E01002933,Kingston upon Thames,10,5,2,1,2,3,2,11,21,38,95
E01003064,Lambeth,11,5,2,2,1,5,3,12,28,26,95
E01003206,Lewisham,15,8,8,0,,6,2,13,21,22,95
E01003252,Lewisham,5,8,17,1,1,8,2,15,7,31,95
E01003287,Lewisham,8,15,2,1,,2,0,18,27,22,95
E01003631,Newham,10,6,8,2,1,12,4,8,13,31,95
E01003946,Southwark,8,7,2,3,1,1,5,9,25,34,95
E01004046,Southwark,10,16,1,1,,6,2,13,24,22,95
E01004324,Tower Hamlets,6,3,10,2,0,11,7,10,16,30,95
E01004362,Waltham Forest,6,2,12,6,3,11,5,11,13,26,95
E01004385,Waltham Forest,3,9,6,1,2,6,2,6,24,36,95
E01004418,Waltham Forest,7,7,3,3,1,7,0,12,20,35,95
E01004621,Wandsworth,6,10,9,1,,3,4,20,13,29,95
E01032743,Ealing,3,14,11,3,1,7,1,5,8,42,95
E01000006,Barking and Dagenham,5,5,16,3,1,5,2,10,19,28,94
E01000037,Barking and Dagenham,8,13,2,0,1,7,1,5,14,43,94
E01000063,Barking and Dagenham,5,9,1,0,,5,3,8,22,41,94
E01000220,Barnet,7,12,3,,1,10,0,18,9,34,94
E01000290,Barnet,8,10,2,1,1,5,1,15,18,33,94
E01000786,Bromley,3,8,1,,1,3,0,52,12,14,94
E01000982,Croydon,12,2,5,,2,7,0,6,11,49,94
E01001053,Croydon,11,4,6,3,6,12,3,4,5,40,94
E01001195,Ealing,4,9,5,0,1,5,1,9,27,33,94
E01001294,Ealing,2,9,10,2,2,7,0,8,14,40,94
E01001336,Ealing,3,8,13,1,2,9,3,9,16,30,94
E01001385,Ealing,6,9,1,2,0,14,2,13,14,33,94
E01001446,Enfield,7,11,1,,0,5,0,15,14,41,94
E01001471,Enfield,5,9,2,,,5,1,17,27,28,94
E01001537,Enfield,4,12,1,1,1,6,0,13,27,29,94
E01001597,Greenwich,9,5,4,0,1,9,1,13,15,37,94
E01001647,Greenwich,9,3,6,2,0,3,0,4,39,28,94
E01001909,Hammersmith and Fulham,10,9,11,1,2,8,2,12,13,26,94
E01002246,Havering,9,8,4,0,1,9,1,11,11,40,94
E01002461,Hillingdon,8,20,4,5,,5,0,9,19,24,94
E01002931,Kingston upon Thames,13,6,8,1,,4,2,14,15,31,94
E01003152,Lambeth,6,7,7,1,1,9,2,17,22,22,94
E01003532,Newham,9,1,3,4,,3,5,18,9,42,94
E01003575,Newham,5,4,12,2,2,5,2,6,19,37,94
E01003596,Newham,8,5,3,3,1,6,3,11,12,42,94
E01004191,Sutton,7,9,3,3,1,16,2,8,13,32,94
E01004369,Waltham Forest,3,3,8,0,1,7,0,29,12,31,94
E01004495,Wandsworth,9,8,18,2,0,4,0,12,9,32,94
E01004646,Westminster,9,6,5,3,,7,3,20,26,15,94
E01004649,Westminster,6,7,4,0,1,5,7,34,11,19,94
E01000133,Barnet,8,7,1,4,1,7,0,11,20,34,93
E01000231,Barnet,10,6,4,2,,4,2,21,20,24,93
E01000581,Brent,10,10,1,2,,8,0,13,23,26,93
E01000663,Bromley,12,7,4,2,1,5,1,11,11,39,93
E01000822,Bromley,5,5,8,,1,4,1,7,27,35,93
E01001135,Croydon,6,11,4,0,0,8,2,13,25,24,93
E01001522,Enfield,5,9,2,2,1,8,3,19,14,30,93
E01001793,Hackney,4,13,4,0,1,7,2,20,15,27,93
E01001835,Hackney,10,22,2,,1,7,7,22,11,11,93
E01001865,Hammersmith and Fulham,7,11,1,1,1,7,3,14,25,23,93
E01001957,Hammersmith and Fulham,5,1,8,3,1,5,3,13,19,35,93
E01002151,Harrow,6,7,6,1,0,10,0,15,10,38,93
E01002279,Havering,9,9,4,1,1,8,2,3,15,41,93
E01002312,Havering,9,1,7,1,1,8,1,10,17,38,93
E01002399,Hillingdon,9,5,5,2,,3,2,16,22,29,93
E01002580,Hounslow,11,11,3,1,,10,0,11,13,33,93
E01002675,Hounslow,9,3,4,2,,4,1,6,16,48,93
E01002897,Kensington and Chelsea,9,5,10,1,1,5,1,22,8,31,93
E01003142,Lambeth,14,8,1,2,0,12,7,7,13,29,93
E01003149,Lambeth,8,7,10,3,0,7,3,10,27,18,93
E01003312,Lewisham,8,8,8,6,,7,1,10,25,20,93
E01003329,Lewisham,9,16,2,0,0,4,1,16,15,30,93
E01003407,Merton,8,6,6,5,1,9,0,9,11,38,93
E01003655,Redbridge,14,13,6,,,7,1,8,18,26,93
E01003793,Redbridge,6,8,6,1,,3,2,30,13,24,93
E01003870,Richmond upon Thames,8,7,6,2,,2,3,13,21,31,93
E01004182,Sutton,5,7,6,0,0,9,3,14,12,37,93
E01032776,Tower Hamlets,7,13,3,1,,5,1,11,18,34,93
E01033000,Hounslow,10,2,3,1,3,12,3,2,8,49,93
E01000086,Barking and Dagenham,7,7,7,5,2,6,3,10,14,31,92
E01000116,Barnet,4,14,3,3,,9,3,10,18,28,92
E01000176,Barnet,8,6,3,1,,11,1,9,21,32,92
